post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
165301790.modern-monetary-fallacy,2025-06-05T21:22:26.364Z,true,,,newsletter,everyone,Modern Monetary Fallacy,The Dangerous Delusion Behind MMT’s Monetary Promises,
165273153.defending-bayes-part-9-interlude,2025-06-05T14:54:13.118Z,true,,,newsletter,everyone,"Defending Bayes, Part 9 (Interlude)",Clarifying Probability—Measure vs. Credence,
165272096.defending-bayes-part-8,2025-06-05T14:39:27.969Z,true,,,newsletter,everyone,"Defending Bayes, Part 8",Abduction vs. Induction,
165271623.can-markets-provide-national-defense,2025-06-05T14:32:48.487Z,true,,,newsletter,everyone,Can Markets Provide National Defense?,Debunking the Strongest Case for Government,
165264123.the-myth-of-the-collective-will,2025-06-05T12:39:42.505Z,true,,,newsletter,everyone,The Myth of the Collective Will,The Illusion of Shared Values in Large Groups,
165112254.the-myth-of-wealth-hoarding,2025-06-03T17:01:55.490Z,true,,,newsletter,everyone,The Myth of Wealth Hoarding,Debunking the Idea that Extreme Wealth Concentration is Harmful,
165065355.defending-bayes-part-7,2025-06-03T02:57:03.139Z,true,,,newsletter,everyone,"Defending Bayes, Part 7",Why Theories Aren’t Probabilistic (But Our Beliefs Must Be),
165064896.defending-bayes-part-6,2025-06-03T02:42:15.479Z,true,,,newsletter,everyone,"Defending Bayes, Part 6",Credence and Logical Induction,
165063201.yes-we-can-assign-probabilities-to,2025-06-03T02:12:49.383Z,true,,,newsletter,everyone,"Yes, We Can Assign Probabilities to Counterfactuals","Clarifying Causation, Probability, and Counterfactuals in a Quantum Branching Universe",
165040003.the-hidden-power-of-principles,2025-06-02T19:52:46.594Z,true,,,newsletter,everyone,The Hidden Power of Principles,Balancing Short-term Costs with Long-term Strategic Gains,
165023774.the-authoritarian-cycle,2025-06-02T16:42:17.304Z,true,,,newsletter,everyone,The Authoritarian Cycle,Why Principles Evaporate When Power Appears,
164951358.agency-not-equality,2025-06-01T18:13:39.257Z,true,,,newsletter,everyone,"Agency, Not Equality","Rethinking Harm, Justice, and Policy",
164951081.the-myth-of-cultural-threat,2025-06-01T18:06:44.086Z,true,,,newsletter,everyone,The Myth of Cultural Threat,Immigrants aren't the problem unless they destroy agency,
164950264.immigration-restrictions-are-a-form,2025-06-01T17:57:43.724Z,true,,,newsletter,everyone,Immigration Restrictions Are a Form of Harm,Blocking voluntary association reduces agency,
164949734.the-libertarian-illusion-of-equal,2025-06-01T17:48:55.466Z,true,,,newsletter,everyone,The Libertarian Illusion of Equal Opportunity,The coercive price of equal chances,
164949377.why-coercive-redistribution-is-always,2025-06-01T17:39:27.217Z,true,,,newsletter,everyone,Why Coercive Redistribution Is Always Harmful,Coercion can't be justified by compassion,
164947886.inequality-is-not-the-problempoverty,2025-06-01T17:30:23.218Z,true,,,newsletter,everyone,Inequality Is Not the Problem—Poverty Is,"Why harm comes from deprivation, not disparity",
164937702.reasonable-disagreement,2025-06-01T14:32:06.080Z,true,,,newsletter,everyone,Reasonable Disagreement,How Conditionalism Explains Persistent Moral Disputes,
164935709.what-counts-as-harm,2025-06-01T13:55:30.057Z,true,,,newsletter,everyone,What Counts as Harm,A Functional Definition Grounded in Agency and Value,
164911762.what-counts-as-consent,2025-06-01T02:33:56.271Z,true,,,newsletter,everyone,What Counts as Consent,"Clarifying Volition, Coercion, and Agency",
164902314.what-counts-as-coercion,2025-05-31T22:56:21.849Z,true,,,newsletter,everyone,What Counts As Coercion ,A Formal Definition for Political and Moral Analysis,
164901368.rights-are-forged,2025-05-31T22:21:40.313Z,true,,,newsletter,everyone,Rights Are Forged,"On Agency, Coercion, and the Ethics of Boundaries",
164900237.the-myth-of-equal-value,2025-05-31T21:55:43.285Z,true,,,newsletter,everyone,The Myth of Equal Value,A Subjectivist Challenge to Universal Human Value,
164892948.virtues-consequences-and-codes,2025-05-31T19:22:29.759Z,true,,,newsletter,everyone,"Virtues, Consequences, and Codes",Ethics Without Illusions,
164891451.against-cosmic-utility,2025-05-31T18:55:57.547Z,true,,,newsletter,everyone,Against Cosmic Utility,Avoiding The Repugnant Conclusion,
164891095.the-death-of-objective-morality,2025-05-31T18:47:44.325Z,true,,,newsletter,everyone,The Death of Objective Morality,Letting Go of Moral Realism,
164888678.effective-altruism-without-moral,2025-05-31T18:09:00.040Z,true,,,newsletter,everyone,Effective Altruism Without Moral Realism,A Subjectivist Defense of EA,
164884396.the-price-illusion,2025-05-31T16:52:44.040Z,true,,,newsletter,everyone,The Price Illusion,Why Market Prices Are Not Objective Value,
164883871.what-is-money,2025-05-31T16:42:52.581Z,true,,,newsletter,everyone,What Is Money?,Currency Is Literally the Common Denominator,
164882854.opportunity-cost,2025-05-31T16:22:37.235Z,true,,,newsletter,everyone,Opportunity Cost,The Hidden Dimension of Value,
164878445.willing-and-able,2025-05-31T16:19:25.919Z,true,,,newsletter,everyone,Willing and Able,Separating True Value from Desire,
164851202.sacrifice-as-signal,2025-05-31T02:58:43.429Z,true,,,newsletter,everyone,Sacrifice as Signal,The Only Honest Measure of Value,
164847204.the-free-rider-fallacy,2025-05-31T00:59:12.830Z,true,,,newsletter,everyone,The Free Rider Fallacy,Why Coordination Problems Don’t Prove Objective Value,
164846085.the-myth-of-objective-value,2025-05-31T00:35:39.143Z,true,,,newsletter,everyone,The Myth of Objective Value,The Case Against Value Without Agency,
164684907.navigating-moral-realism-with-agent,2025-05-29T20:35:47.335Z,true,,,newsletter,everyone,Navigating Moral Realism with Agent-Binding,From Naked Preferences to Empirical Truths,
164678345.from-sovereignty-to-slavery,2025-05-28T20:55:34.038Z,true,,,newsletter,everyone,From Sovereignty to Slavery,The Spectrum of Taxation and Coercion,
164581001.the-persistent-catalyst,2025-05-27T18:31:22.965Z,true,,,newsletter,everyone,The Persistent Catalyst,How Memory Enhances Dialectic Intelligence,
164572808.do-ideas-move-atoms,2025-05-27T16:23:13.989Z,true,,,newsletter,everyone,Do Ideas Move Atoms?,Clarifying causality across physical and semantic levels,
164447944.policy-on-precedence-and-contradictions,2025-05-26T01:26:33.503Z,true,,,newsletter,everyone,Policy on Precedence and Contradictions,Resolving Apparent Conflicts by Evolving Our Understanding,
164446895.introducing-larpitarianism,2025-05-26T00:58:26.279Z,true,,,newsletter,everyone,Introducing LARPitarianism,"Freedom, Authenticity, and Playful Politics",
164442584.the-dialectic-catalyst,2025-05-25T23:15:52.167Z,true,,,newsletter,everyone,The Dialectic Catalyst,A correction to The Dialectic Agent,
164437547.universal-alignment,2025-05-25T21:31:30.894Z,true,,,newsletter,everyone,Universal Alignment,"AGI Alignment, Existential Risks, and the Universality of Human Values",
164433813.defending-bayes-part-5,2025-05-25T20:23:26.175Z,true,,,newsletter,everyone,"Defending Bayes, Part 5",Credence Beyond Timelines: Four Forms of Uncertainty,
164425191.heads-or-tails,2025-05-25T17:56:20.649Z,true,,,newsletter,everyone,Heads or Tails,How Measure and Credence Evolve in a Coin Flip,
164423784.a-gigaplex-of-parallel-lives,2025-05-25T17:27:26.780Z,true,,,newsletter,everyone,A Gigaplex of Parallel Lives,Identity and Survival in the Quantum Multiverse,
164411286.creativity-as-virtual-evolution,2025-05-25T13:56:09.023Z,true,,,newsletter,everyone,Creativity as Virtual Evolution,How Neural Constraints Amplify Quantum Variation,
164364452.defending-bayes-part-4,2025-05-24T16:53:10.107Z,true,,,newsletter,everyone,"Defending Bayes, Part 4",Clarifying the Foundations of Irreducible Uncertainty,
164275423.sacred-coherence,2025-05-23T23:47:37.257Z,true,,,newsletter,everyone,Sacred Coherence,Elevating Logical Consistency to our Highest Value,
164272915.nonsense,2025-05-23T22:41:30.311Z,true,,,newsletter,everyone,Nonsense,A technical definition,
164271340.the-pattern,2025-05-23T22:06:36.530Z,true,,,newsletter,everyone,The Pattern,Antisemitism as a Perverse Schelling Point,
164270270.defending-bayes-part-3,2025-05-23T21:42:13.133Z,true,,,newsletter,everyone,"Defending Bayes, Part 3",Sharpening the Distinction Between Scientific and Empirical Knowledge,
164130874.defending-bayes-part-2,2025-05-22T02:23:42.850Z,true,,,newsletter,everyone,"Defending Bayes, Part 2",Credence as Timeline Uncertainty,
164038303.qbism-vs-many-worlds,2025-05-20T20:51:02.974Z,true,,,newsletter,everyone,QBism vs. Many Worlds,"Subjectivity, Objectivity, and the Limits of Experimentation",
163921757.defending-bayes,2025-05-19T13:40:44.152Z,true,,,newsletter,everyone,Defending Bayes,Aligning Subjective Beliefs with Objective Quantum Realities,
163805376.intelligence-is-a-game-we-play,2025-05-17T22:27:03.147Z,true,,,newsletter,everyone,Intelligence is a Game We Play,The Strategic Core of Intelligence and Agency,
163797482.evolution-is-all-you-need,2025-05-17T19:23:09.283Z,true,,,newsletter,everyone,Evolution Is All You Need,"Creativity, AI, and Open-Endedness",
163789945.the-starlight-analogy,2025-05-17T16:54:35.239Z,true,,,newsletter,everyone,The Starlight Analogy,Resolving the Occam's Razor Objection to Many-Worlds Interpretation,
163778685.measure-vantage-branchcone-and-counterfactuals,2025-05-17T14:13:27.317Z,true,,,newsletter,everyone,"Measure, Vantage, Branchcone, and Counterfactuals",Clarifying Concepts in the Quantum Branching Universe,
163509485.quantum-agency-in-the-emergent-multiverse,2025-05-13T21:39:12.425Z,true,,,newsletter,everyone,Quantum Agency in the Emergent Multiverse,Integrating Wallace’s Quantum Decision Theory with the Thermodynamics of Agency,
163365017.active-inference-and-the-physics,2025-05-12T02:02:26.771Z,true,,,newsletter,everyone,Active Inference and the Physics of Agency,A Unified Theoretical Approach to Predictive Control and Informational Complexity,
163356868.effective-decision-theory,2025-05-11T22:40:28.690Z,true,,,newsletter,everyone,Effective Decision Theory,Lessons from Physics for Practical Rationality,
163356216.the-three-thermodynamic-laws-of-agency,2025-05-11T22:24:36.333Z,true,,,newsletter,everyone,The Three Thermodynamic Laws of Agency,Comparing with the Classical Laws of Thermodynamics,
163348907.a-rigorous-definition-of-causality,2025-05-11T20:21:24.351Z,true,,,newsletter,everyone,A Rigorous Definition of Causality,Counterfactual Implication in the Quantum Branching Universe,
163293406.making-sense-of-pdoom,2025-05-10T20:07:39.754Z,true,,,newsletter,everyone,Making Sense of P(doom),The Hidden Structure Behind AI Existential Risk Estimates,
163285659.how-quantum-measurement-shapes-cosmic,2025-05-10T17:51:20.965Z,true,,,newsletter,everyone,How Quantum Measurement Shapes Cosmic History,John Wheeler's Remarkable Delayed Choice Experiment,
163283969.objective-vs-subjective-probability,2025-05-10T17:20:11.934Z,true,,,newsletter,everyone,Objective vs. Subjective Probability,Distinguishing Reality from Belief in Quantum Probabilities,
163272667.why-im-an-individualist,2025-05-10T13:35:57.397Z,true,,,newsletter,everyone,Why I'm an Individualist,Comparing Individualism vs. Collectivism,
163210650.introducing-the-dialectic-agent,2025-05-09T14:13:19.984Z,true,,,newsletter,everyone,The Dialectic Agent,AI for Refining and Articulating Ideas,
163099190.the-mechanics-of-agency-maximal-theoretical,2025-05-08T00:48:59.848Z,true,,,newsletter,everyone,The Mechanics of Agency: Maximal Theoretical Agent,Understanding the Extremes of the Agency Spectrum,
162847620.mechanics-of-agency-quantum-decisions,2025-05-04T22:32:18.334Z,true,,,newsletter,everyone,Mechanics of Agency: Quantum Decisions ,A Practical Exploration of Predictive Modeling and Intentionality,
162845671.identifying-branches-in-the-qbu,2025-05-04T21:58:23.507Z,true,,,newsletter,everyone,Identifying Branches in the QBU,Strong vs. Weak Pattern Identifiers,
162844036.the-quantum-branching-universe-qbu,2025-05-04T21:31:35.801Z,true,,,newsletter,everyone,The Quantum Branching Universe (QBU) ,A formal approach to identifying events and timelines in quantum mechanics,
162831503.conditionalism,2025-05-04T17:47:42.846Z,true,,,newsletter,everyone,Conditionalism,The Hidden Conditions Behind Every Truth Claim,
162831172.the-mechanics-of-agency,2025-05-04T17:38:54.992Z,true,,,newsletter,everyone,The Mechanics of Agency,Defining Genuine Agency from Quantum Foundations to Biological Evolution,
162578038.the-physics-of-agency-part-10-the,2025-04-30T23:00:07.781Z,true,,,newsletter,everyone,"The Physics of Agency, Part 10: The Grand Synthesis and Future Directions",Where We Are and Where We Could Go,
162572301.the-physics-of-agency-part-9-challenges,2025-04-30T21:16:15.430Z,true,,,newsletter,everyone,"The Physics of Agency, Part 9: Challenges and FAQs","Facing the Hard Questions About Agency, Control, and the Multiverse",
162571836.the-physics-of-agency-part-8-meaning,2025-04-30T21:08:36.245Z,true,,,newsletter,everyone,"The Physics of Agency, Part 8: Meaning, Ethics, and Evolution Under the Physics of Agency",Living in a Universe Where Agency is Real and Costly,
162571051.the-physics-of-agency-part-7-branching,2025-04-30T20:55:57.226Z,true,,,newsletter,everyone,"The Physics of Agency, Part 7: Branching Realities — Agency in the Multiverse",How Your Actions Shape the Measure of Futures,
162561951.the-physics-of-agency-part-6-the,2025-04-30T18:54:10.422Z,true,,,newsletter,everyone,"The Physics of Agency, Part 6: The Law of Agency Limits — Perfect Control Is Impossible",Why Agency Always Has Limits,
162560090.the-physics-of-agency-part-5-the,2025-04-30T18:28:38.502Z,true,,,newsletter,everyone,"The Physics of Agency, Part 5: The Law of Agency Decay — Entropy Always Wins",Why Agency Is Always Running Out of Time,
162543579.the-physics-of-agency-part-4-the,2025-04-30T15:24:26.770Z,true,,,newsletter,everyone,"The Physics of Agency, Part 4: The Law of Control Work — Agency Costs Energy",Understanding the Thermodynamic Cost of Intentional Control,
162485677.the-physics-of-agency-part-3-the,2025-04-30T14:55:43.380Z,true,,,newsletter,everyone,"The Physics of Agency, Part 3: The Kybit — A New Unit of Control",How to Quantify Intentional Influence on Future Outcomes,
162485540.the-physics-of-agency-part-2-agency,2025-04-29T22:48:29.632Z,true,,,newsletter,everyone,"The Physics of Agency, Part 2: Agency vs Drift – The Thermodynamic Basis of Agency",Understanding Intentionality as a Physical Resistance to Entropy,
162428502.the-physics-of-agency-part-1-the,2025-04-29T20:10:14.649Z,true,,,newsletter,everyone,"The Physics of Agency, Part 1: The Physical Nature of Agency","A Formal Introduction to a New Framework for Agency, Control, and the Multiverse",
74914738.coming-soon,2022-09-25T17:40:53.203Z,true,2022-09-25T17:40:53.203Z,2022-09-25T17:40:53.203Z,newsletter,everyone,Coming soon,,
