volume,chapter,title,central_thesis,necessary_premises,dependencies,novel_contribution,strongest_objection_or_review_question,structural_function,provisional_disposition,source_count,status
05-value-and-ethics,15-against-moral-extortion,Against Moral Extortion,"Against Moral Extortion develops the central proposition framed by its subtitle, “Need does not create claim.”",Prior linked arguments plus chapter steps: The Non-Aid–Harm Fallacy; The Zero-Unchosen-Duty Ethic; Extortion in Emotional Currency; Rescue Reclaimed,book/02-conditionalism/02-all-truth-is-conditional.md; book/05-value-and-ethics/11-what-counts-as-harm.md; book/05-value-and-ethics/14-against-utilitarianism.md; book/05-value-and-ethics/22-the-ethics-of-viability.md; book/05-value-and-ethics/12-the-boundaries-of-force.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/26-sapient-agency-realism.md,Canonical book treatment of Against Moral Extortion: Need does not create claim.,Does the critique answer the strongest version of its target and apply the manuscript's preferred standard symmetrically?,Adversarial test of the framework,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
05-value-and-ethics,16-the-near-misses,The Near Misses,"The Near Misses develops the central proposition framed by its subtitle, “Parfit, Rand, and objectivity in the wrong place.”",Prior linked arguments plus chapter steps: The Four Tells; Coherence Is Not Ontology; Reasons Without a Realm; Rand's Half-Victory,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/05-value-and-ethics/02-agent-binding.md; book/05-value-and-ethics/18-the-ultimate-metagame.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/22-the-ethics-of-viability.md,"Canonical book treatment of The Near Misses: Parfit, Rand, and objectivity in the wrong place.","Does the argument establish “Parfit, Rand, and objectivity in the wrong place” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
05-value-and-ethics,17-the-ethics-of-existence,The Ethics of Existence,"The Ethics of Existence develops the central proposition framed by its subtitle, “Birth, non-existence, and the refusal to die.”",Prior linked arguments plus chapter steps: The Rigged Ledger; Possibility Is Not Personhood; Against Death Complacency; The Wager,book/05-value-and-ethics/14-against-utilitarianism.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/02-conditionalism/11-measure-and-credence.md; book/05-value-and-ethics/21-measure-responsibility.md,"Canonical book treatment of The Ethics of Existence: Birth, non-existence, and the refusal to die.","Does the argument establish “Birth, non-existence, and the refusal to die” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
05-value-and-ethics,18-the-ultimate-metagame,The Ultimate Metagame,"The Ultimate Metagame develops the central proposition framed by its subtitle, “Every game presupposes a player that persists.”",Prior linked arguments plus chapter steps: The Hidden Architecture; How Far the Ladder Goes; The Ultimate Metagame; What the Metagame Does Not Tell You,book/02-conditionalism/11-measure-and-credence.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/05-value-and-ethics/19-the-viability-criterion.md,Canonical book treatment of The Ultimate Metagame: Every game presupposes a player that persists.,"Does the argument establish “Every game presupposes a player that persists” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
05-value-and-ethics,19-the-viability-criterion,The Viability Criterion,"The Viability Criterion develops the central proposition framed by its subtitle, “Preference architectures under selection pressure.”","Prior linked arguments plus chapter steps: A Model, Not a Doctrine; Value as Viability, Not Virtue; Vices as Predictive Limitations; The Attractor",book/05-value-and-ethics/06-phosphorism.md; book/05-value-and-ethics/18-the-ultimate-metagame.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/08-honesty-and-hypocrisy.md; book/02-conditionalism/11-measure-and-credence.md; book/05-value-and-ethics/22-the-ethics-of-viability.md,Canonical book treatment of The Viability Criterion: Preference architectures under selection pressure.,"Does the argument establish “Preference architectures under selection pressure” under explicit assumptions, rather than relying on definition, analogy, or restatement?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
05-value-and-ethics,20-risk-is-harm,Risk Is Harm,"Prospective harm includes a material, foreseeable, attributable worsening of exposure against an appropriate baseline, while authorization and justification determine wrongfulness.",Prior linked arguments plus chapter steps: Harm at the Moment of Decision; Ambient and Imposed Risk; Consent as Topology; The Optional QBU Description,book/05-value-and-ethics/11-what-counts-as-harm.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/02-conditionalism/11-measure-and-credence.md; book/05-value-and-ethics/12-the-boundaries-of-force.md; book/05-value-and-ethics/22-the-ethics-of-viability.md; book/05-value-and-ethics/21-measure-responsibility.md,"Canonical book treatment of Risk Is Harm: Prospective setbacks, baselines, and materiality.","What baseline, threshold, foreseeability, and attribution rules prevent every imposed marginal risk from becoming actionable harm?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
05-value-and-ethics,21-measure-responsibility,Measure Responsibility,"Measure Responsibility develops the central proposition framed by its subtitle, “Ethics in a branching universe.”","Prior linked arguments plus chapter steps: From Binary to Distributional; Navigation Without Steering; Obligations at a Vantage; The Switch, the Promise, and the Rescue",book/02-conditionalism/11-measure-and-credence.md; book/01-physics-of-agency/08-the-quantum-branching-universe.md; book/05-value-and-ethics/20-risk-is-harm.md; book/05-value-and-ethics/02-agent-binding.md,Canonical book treatment of Measure Responsibility: Ethics in a branching universe.,"Does the argument establish “Ethics in a branching universe” under explicit assumptions, rather than relying on definition, analogy, or restatement?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
05-value-and-ethics,22-the-ethics-of-viability,The Ethics of Viability,"Given a chosen commitment to protect sovereign agency, non-coercive coexistence is the strategy this framework licenses; its stability depends on population, enforcement, information, power, and exit conditions rather than following from persistence alone.",Prior linked arguments plus chapter steps: Utilitarianism; Deontology; Virtue Ethics; Contractualism,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/05-value-and-ethics/05-ethics-without-illusions.md; book/05-value-and-ethics/14-against-utilitarianism.md; book/05-value-and-ethics/15-against-moral-extortion.md; book/05-value-and-ethics/16-the-near-misses.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/20-risk-is-harm.md; book/05-value-and-ethics/25-innocence-and-moral-debt.md; book/05-value-and-ethics/23-the-coexistence-protocol.md; book/05-value-and-ethics/18-the-ultimate-metagame.md,Canonical book treatment of The Ethics of Viability: A chosen strategy in the ultimate metagame.,"Where exactly does the descriptive viability criterion acquire normative force, and why protection rather than maximization?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
05-value-and-ethics,23-the-coexistence-protocol,The Coexistence Protocol,"The Coexistence Protocol develops the central proposition framed by its subtitle, “The procedural layer.”",Prior linked arguments plus chapter steps: Ambiguity Is the Normal Case; Procedural Agency; Stage One: Fact-Finding; Stage Two: Vantage Reconstruction,book/05-value-and-ethics/22-the-ethics-of-viability.md,Canonical book treatment of The Coexistence Protocol: The procedural layer.,Who authorizes and enforces arbitration without giving the protocol the centralized jurisdiction the framework rejects?,"Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
05-value-and-ethics,24-viability-under-fire,Viability Under Fire,"Viability Under Fire develops the central proposition framed by its subtitle, “Stress-testing the invariant.”","Prior linked arguments plus chapter steps: The Trolley: Defaults, Not Arithmetic; The Burning Hospital: The Invariant Holds; The Buttons: Switch-Points, Not Moral Types; What Survives the Fire",book/05-value-and-ethics/04-value-as-sacrifice.md; book/05-value-and-ethics/22-the-ethics-of-viability.md; book/05-value-and-ethics/15-against-moral-extortion.md; book/05-value-and-ethics/14-against-utilitarianism.md; book/05-value-and-ethics/08-honesty-and-hypocrisy.md,Canonical book treatment of Viability Under Fire: Stress-testing the invariant.,"Does the argument establish “Stress-testing the invariant” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Applied stress test,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
05-value-and-ethics,25-innocence-and-moral-debt,Innocence and Moral Debt,"Innocence and Moral Debt develops the central proposition framed by its subtitle, “The contaminated field.”",Prior linked arguments plus chapter steps: Effective Agency Is Networked; Debt Is the Accounting Layer; The Contaminated Field; Two Ways to Fail,book/05-value-and-ethics/22-the-ethics-of-viability.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/20-risk-is-harm.md; book/05-value-and-ethics/23-the-coexistence-protocol.md; book/05-value-and-ethics/24-viability-under-fire.md,Canonical book treatment of Innocence and Moral Debt: The contaminated field.,"Is the unresolved innocent-shield contradiction local, or does it undermine the invariant's claim to govern hard cases?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
05-value-and-ethics,26-sapient-agency-realism,Sapient Agency Realism,"Given an avowed commitment to reciprocal standing for sapient authorship, facts about what preserves or destroys that authorship support publicly assessable conditional verdicts under the framework's stated rules.","Prior linked arguments plus chapter steps: Objective Conditionals; The Arc Was Always Pointing Here; The Domain Agency Creates; Standing in Degrees, Jurisdiction at a Threshold",book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/05-value-and-ethics/02-agent-binding.md; book/05-value-and-ethics/03-norms-need-agents.md; book/05-value-and-ethics/18-the-ultimate-metagame.md; book/05-value-and-ethics/19-the-viability-criterion.md; book/05-value-and-ethics/22-the-ethics-of-viability.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/13-sapientism.md; book/05-value-and-ethics/15-against-moral-extortion.md,Canonical book treatment of Sapient Agency Realism: Conditional verdicts with the premise exposed.,"Why is this conditional realism rather than the objective value rejected at the volume's opening, and what follows for non-sapients?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
05-value-and-ethics,27-the-price-of-agency,The Price of Agency,"The Price of Agency develops the central proposition framed by its subtitle, “Why evil persists in any world worth living in.”","Prior linked arguments plus chapter steps: Upstream of Law; The Eradication Trap; The Containment Layer; Defense, Not Punishment",book/05-value-and-ethics/11-what-counts-as-harm.md; book/05-value-and-ethics/20-risk-is-harm.md; book/05-value-and-ethics/12-the-boundaries-of-force.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md,Canonical book treatment of The Price of Agency: Why evil persists in any world worth living in.,"Does the argument establish “Why evil persists in any world worth living in” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Volume conclusion or envoi,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,01-the-discipline-of-value,The Discipline of Value,"The Discipline of Value develops the central proposition framed by its subtitle, “Exchange, gifts, and the numeraire.”",Prior linked arguments plus chapter steps: Value Is Not an Aura; Why a Common Denominator Matters; Exchange Requires Asymmetry of Valuation; Gifts Are Not Exchange,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/05-value-and-ethics/04-value-as-sacrifice.md; book/06-markets-and-money/02-the-coat-and-the-ticket.md,"Canonical book treatment of The Discipline of Value: Exchange, gifts, and the numeraire.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Volume orientation and foundation,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,02-the-coat-and-the-ticket,The Coat and the Ticket,"The Coat and the Ticket develops the central proposition framed by its subtitle, “Value, wealth, capital, money, currency.”",Prior linked arguments plus chapter steps: Value; Wealth; Capital; Money,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/06-markets-and-money/01-the-discipline-of-value.md; book/06-markets-and-money/03-what-is-money.md; book/06-markets-and-money/09-wealth-is-not-a-pile.md,"Canonical book treatment of The Coat and the Ticket: Value, wealth, capital, money, currency.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,03-what-is-money,What Is Money?,"What Is Money? develops the central proposition framed by its subtitle, “The common denominator — and the fallacy it kills.”",Prior linked arguments plus chapter steps: Credit Before Barter; What the Denominator Requires; The Dispute: Modern Monetary Theory; The Ledger,book/06-markets-and-money/01-the-discipline-of-value.md; book/06-markets-and-money/04-the-price-illusion.md; book/06-markets-and-money/02-the-coat-and-the-ticket.md; book/05-value-and-ethics/09-what-counts-as-coercion.md,Canonical book treatment of What Is Money?: The common denominator — and the fallacy it kills.,"Are the proposed conditions necessary, sufficient, operational, and stable across the chapter's hardest boundary cases?",Canonical definition,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,04-the-price-illusion,The Price Illusion,"The Price Illusion develops the central proposition framed by its subtitle, “What prices reveal, and what they hide.”",Prior linked arguments plus chapter steps: The Convergence Point; Everything Has a Price; The Funding Test,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/06-markets-and-money/01-the-discipline-of-value.md; book/06-markets-and-money/03-what-is-money.md; book/06-markets-and-money/08-the-myth-of-underprovision.md,"Canonical book treatment of The Price Illusion: What prices reveal, and what they hide.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
06-markets-and-money,05-attention-is-an-economy,Attention Is an Economy,"Attention Is an Economy develops the central proposition framed by its subtitle, “The primordial market.”","Prior linked arguments plus chapter steps: The First Economy; Relevance Under Scarcity; Internal Economy, External Market; Cognitive Arbitrage",book/06-markets-and-money/01-the-discipline-of-value.md; book/05-value-and-ethics/04-value-as-sacrifice.md; book/06-markets-and-money/15-the-metagame-of-incentives.md; book/01-physics-of-agency/07-agency-is-not-reward.md,Canonical book treatment of Attention Is an Economy: The primordial market.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,06-capitalism-on-trial,Capitalism on Trial,"Capitalism on Trial develops the central proposition framed by its subtitle, “Nine objections, nine replies.”",Prior linked arguments plus chapter steps: The Defendant Is Not the Impostor; Charge One: Short-Termism; Charge Two: Externalities; Charge Three: Information Asymmetry,book/06-markets-and-money/01-the-discipline-of-value.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/06-markets-and-money/09-wealth-is-not-a-pile.md; book/06-markets-and-money/08-the-myth-of-underprovision.md; book/06-markets-and-money/05-attention-is-an-economy.md; book/06-markets-and-money/11-monopoly-hypocrisy.md,"Canonical book treatment of Capitalism on Trial: Nine objections, nine replies.","Are failures attributed symmetrically among markets, property regimes, monetary intervention, and regulatory capture?",Applied stress test,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,07-the-poverty-myth,The Poverty Myth,"The Poverty Myth develops the central proposition framed by its subtitle, “Poverty is the default; wealth is the anomaly.”",Prior linked arguments plus chapter steps: Poverty Is the Default; Why the Myth Persists; The Myth of Lateness; The Forbidden Cure,book/06-markets-and-money/06-capitalism-on-trial.md; book/06-markets-and-money/09-wealth-is-not-a-pile.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/11-what-counts-as-harm.md,Canonical book treatment of The Poverty Myth: Poverty is the default; wealth is the anomaly.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
06-markets-and-money,08-the-myth-of-underprovision,The Myth of Underprovision,"The Myth of Underprovision develops the central proposition framed by its subtitle, “Public goods and institutional choice.”","Prior linked arguments plus chapter steps: A Model, Not a Finding; History Doesn't Agree; The Sleight of Hand; What Markets Actually Show",book/06-markets-and-money/06-capitalism-on-trial.md; book/05-value-and-ethics/04-value-as-sacrifice.md,Canonical book treatment of The Myth of Underprovision: Public goods and institutional choice.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,09-wealth-is-not-a-pile,Wealth Is Not a Pile,"Wealth Is Not a Pile develops the central proposition framed by its subtitle, “Hoarding, trillionaires, and the inequality confusion.”",Prior linked arguments plus chapter steps: Where a Fortune Actually Lives; The Right Question About a Trillionaire; The Moral Axis,book/06-markets-and-money/02-the-coat-and-the-ticket.md; book/06-markets-and-money/07-the-poverty-myth.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md,"Canonical book treatment of Wealth Is Not a Pile: Hoarding, trillionaires, and the inequality confusion.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
06-markets-and-money,10-the-tariff-illusion,The Tariff Illusion,"The Tariff Illusion develops the central proposition framed by its subtitle, “Trade myths, from protectionism to the China fallacy.”","Chapter-local argument: Five Rationales, Five Collapses; Why the Refuted Policy Persists; The China Equivocation; The Common Illusion",None explicit,"Canonical book treatment of The Tariff Illusion: Trade myths, from protectionism to the China fallacy.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,11-monopoly-hypocrisy,Monopoly Hypocrisy,"Monopoly Hypocrisy develops the central proposition framed by its subtitle, “The state's case against competition.”","Prior linked arguments plus chapter steps: The Only Absolute Monopoly; What Antitrust Protects; The Same Inversion, Sold as Compassion; The Seen and the Unseen",book/05-value-and-ethics/09-what-counts-as-coercion.md; book/06-markets-and-money/12-ungovernable-by-design.md; book/05-value-and-ethics/12-the-boundaries-of-force.md,Canonical book treatment of Monopoly Hypocrisy: The state's case against competition.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,12-ungovernable-by-design,Ungovernable by Design,"Ungovernable by Design develops the central proposition framed by its subtitle, “What protocol rules can—and cannot—govern.”",Prior linked arguments plus chapter steps: Three Truths About Substrates; Semantics Routes Around Syntax; The Cost Objection; What the Energy Buys,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/06-markets-and-money/13-the-fork-and-the-merge.md,Canonical book treatment of Ungovernable by Design: What protocol rules can—and cannot—govern.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,13-the-fork-and-the-merge,The Fork and the Merge,"The Fork and the Merge develops the central proposition framed by its subtitle, “Proof-of-stake and the return of discretion.”","Prior linked arguments plus chapter steps: What Decentralization Is; The Compounding Loop; Institutional Gravity; The Social Layer, Normalized",book/06-markets-and-money/12-ungovernable-by-design.md; book/05-value-and-ethics/22-the-ethics-of-viability.md; book/06-markets-and-money/14-the-cybernetic-ghost-of-satoshi.md,Canonical book treatment of The Fork and the Merge: Proof-of-stake and the return of discretion.,"Do the governance claims about proof-of-work and proof-of-stake survive concentration, cartel, and protocol-capture cases?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,14-the-cybernetic-ghost-of-satoshi,The Cybernetic Ghost of Satoshi,"The Cybernetic Ghost of Satoshi develops the central proposition framed by its subtitle, “Bitcoin as a living system.”",Prior linked arguments plus chapter steps: The Organism That Eats Entropy; The Egregore That Thinks Through Us; Why This Organism and Not Its Rival; An Artifact from the Future,book/02-conditionalism/10-against-faith.md; book/06-markets-and-money/13-the-fork-and-the-merge.md,Canonical book treatment of The Cybernetic Ghost of Satoshi: Bitcoin as a living system.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,15-the-metagame-of-incentives,The Metagame of Incentives,System behavior is governed by the higher-order incentive structure that changes which lower-level strategies remain worthwhile.,Prior linked arguments plus chapter steps: What an Incentive Really Is; How Higher Games Shape Lower Ones; Misalignment Is the Default; The Five Patterns,book/05-value-and-ethics/18-the-ultimate-metagame.md; book/06-markets-and-money/05-attention-is-an-economy.md; book/06-markets-and-money/18-engineering-morality-into-the-machine.md,Canonical book treatment of The Metagame of Incentives: Why systems fail when people don't.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,16-ornament-and-advantage,Ornament and Advantage,"Ornament and Advantage develops the central proposition framed by its subtitle, “Costly signals and collapsing credentials.”",Prior linked arguments plus chapter steps: The Handicap in a Diploma; The Warranty Voids; What Stays Scarce; The Institutional Problem,book/06-markets-and-money/02-the-coat-and-the-ticket.md; book/06-markets-and-money/15-the-metagame-of-incentives.md,Canonical book treatment of Ornament and Advantage: Costly signals and collapsing credentials.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,17-mechanisms-for-honest-values,Mechanisms for Honest Values,"Mechanisms for Honest Values develops the central proposition framed by its subtitle, “Harberger insurance and prediction markets.”",Prior linked arguments plus chapter steps: The Self-Assessment Trick; Insuring the Intangible; The Pundit's Dilemma; Markets as Coherence Filters,book/06-markets-and-money/01-the-discipline-of-value.md; book/06-markets-and-money/15-the-metagame-of-incentives.md; book/02-conditionalism/11-measure-and-credence.md; book/02-conditionalism/21-bayes-in-the-wild.md,Canonical book treatment of Mechanisms for Honest Values: Harberger insurance and prediction markets.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,18-engineering-morality-into-the-machine,Engineering Morality into the Machine,"Engineering Morality into the Machine develops the central proposition framed by its subtitle, “Incentive design where lives are on the line.”",Prior linked arguments plus chapter steps: Re-Wiring the Gradient; The Fallacy on the Other Side; The Hard Case,book/05-value-and-ethics/11-what-counts-as-harm.md,Canonical book treatment of Engineering Morality into the Machine: Incentive design where lives are on the line.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,19-great-progress,Great Progress,"Great Progress develops the central proposition framed by its subtitle, “Metrics that discipline the argument.”",Prior linked arguments plus chapter steps: One Number for Civilization; The Pharaoh's Missing Luxury; The Rome Test; The Curve Ahead,book/06-markets-and-money/02-the-coat-and-the-ticket.md; book/06-markets-and-money/07-the-poverty-myth.md; book/02-conditionalism/23-deciding-under-uncertainty.md; book/06-markets-and-money/20-lessons-from-peak-oil.md,Canonical book treatment of Great Progress: Metrics that discipline the argument.,"Are the selected measures representative, causally interpreted with restraint, and robust to distributional and baseline choices?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,5,review
06-markets-and-money,20-lessons-from-peak-oil,Lessons From Peak Oil,"Lessons From Peak Oil develops the central proposition framed by its subtitle, “A field guide to doomsday predictions.”",Prior linked arguments plus chapter steps: The Four Errors; Five Questions; The Checklist Applied; The Exception the Checklist Finds,book/06-markets-and-money/22-the-prosperity-paradox.md; book/06-markets-and-money/19-great-progress.md; book/06-markets-and-money/25-agi-economics.md,Canonical book treatment of Lessons From Peak Oil: A field guide to doomsday predictions.,"Are the historical examples representative, accurately sourced, and sufficient for the general causal conclusion?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,21-the-nuclear-counterfactual,The Nuclear Counterfactual,"The Nuclear Counterfactual develops the central proposition framed by its subtitle, “A model-dependent ledger of foregone clean power.”","Prior linked arguments plus chapter steps: The Shape of the Mistake; Five Ledgers; The Total, and How to Move It; The Doomer Symmetry",book/06-markets-and-money/20-lessons-from-peak-oil.md; book/06-markets-and-money/19-great-progress.md,Canonical book treatment of The Nuclear Counterfactual: A model-dependent ledger of foregone clean power.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,22-the-prosperity-paradox,The Prosperity Paradox,"The Prosperity Paradox develops the central proposition framed by its subtitle, “Why rich societies stop reproducing.”",Prior linked arguments plus chapter steps: What Prosperity Does to Children; The Optionality Primitive; The Social Layer; Mortgage Before Maternity,book/06-markets-and-money/02-the-coat-and-the-ticket.md; book/05-value-and-ethics/17-the-ethics-of-existence.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/06-markets-and-money/23-the-loaded-dice-of-parenthood.md,Canonical book treatment of The Prosperity Paradox: Why rich societies stop reproducing.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
06-markets-and-money,23-the-loaded-dice-of-parenthood,The Loaded Dice of Parenthood,"The Loaded Dice of Parenthood develops the central proposition framed by its subtitle, “Biology, institutions, and earnings differences.”",Prior linked arguments plus chapter steps: The Three Layers; What Markets Price; The Zero on the Books; Redistributing a Cost Is Not Destroying It,book/06-markets-and-money/22-the-prosperity-paradox.md; book/06-markets-and-money/02-the-coat-and-the-ticket.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md,"Canonical book treatment of The Loaded Dice of Parenthood: Biology, institutions, and earnings differences.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,24-the-end-of-intellectual-property,The End of Intellectual Property,"The End of Intellectual Property develops the central proposition framed by its subtitle, “Information wants to be paid for.”",Prior linked arguments plus chapter steps: Enforcement Against Physics; The Rent and the Deadweight; The Long Erosion; No Free Road,book/05-value-and-ethics/10-consent-and-property.md; book/06-markets-and-money/05-attention-is-an-economy.md; book/06-markets-and-money/08-the-myth-of-underprovision.md,Canonical book treatment of The End of Intellectual Property: Information wants to be paid for.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
06-markets-and-money,25-agi-economics,AGI Economics,"AGI Economics develops the central proposition framed by its subtitle, “Why Ricardo does not guarantee human income.”","Prior linked arguments plus chapter steps: The Theorem That Survives; The Premise That Doesn't; My Own Checklist, Turned Around; The Leading Edge",book/06-markets-and-money/20-lessons-from-peak-oil.md; book/06-markets-and-money/16-ornament-and-advantage.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/06-markets-and-money/02-the-coat-and-the-ticket.md,Canonical book treatment of AGI Economics: Why Ricardo does not guarantee human income.,Which conclusions survive alternative capability timelines and economic models where humans retain complementary scarcity?,"Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
06-markets-and-money,26-coordination-is-not-salvation,Coordination Is Not Salvation,"Coordination Is Not Salvation develops the central proposition framed by its subtitle, “What markets can discover—and what they cannot decide.”",Chapter-local argument: opening case through concluding inference,None explicit,Canonical book treatment of Coordination Is Not Salvation: What markets can discover—and what they cannot decide.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Volume conclusion or envoi,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,0,review
